Survey_ID,Eater_Type,Motivation_Animal_Protection,Motivation_Concern_for_Environment,Motivation_Cost,Motivation_Health,Motivation_Religious_Spiritual_Beliefs,Motivation_Social_Influence ,Motivation_Social_Justice_or_World_Hunger,Motivation_Taste_Preferences,Motivation_Following_Food_Trend,Motivation_Feelings_of_Disgust_about_Meat,Age_Transitioned_to_Vegnism,Gender,State,Education,Political,Race_Ethnicity,Religion
8064,Vegetarian,Mild,Not at All,Not at All,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,30,Female,New Mexico,Graduate or professional degree,Moderately Liberal,White,Other religion (including two or more)
8080,Omnivore,,,,,,,,,,,,Female,West Virginia,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
8083,Omnivore,,,,,,,,,,,,Male,Florida,Bachelors degree,Strongly Liberal,White,Christian (Catholic -  Protestant -  etc.)
8103,Omnivore,,,,,,,,,,,,Female,Massachusetts,Some education after high school -  no degree,Moderately Conservative,African American or Black,Other religion (including two or more)
8171,Vegetarian,Somewhat,Somewhat,Very Strong,Very Strong,Somewhat,Somewhat,Somewhat,Strong,Mild,Somewhat,21,Female,Michigan,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
8210,Omnivore,,,,,,,,,,,,Male,North Carolina,Graduate or professional degree,Strongly Liberal,White,Christian (Catholic -  Protestant -  etc.)
8211,Omnivore,,,,,,,,,,,,Female,Montana,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
8213,Omnivore,,,,,,,,,,,,Female,North Carolina,Associates degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
8246,Omnivore,,,,,,,,,,,,Male,Hawaii,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
8264,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
8274,Omnivore,,,,,,,,,,,,Female,Montana,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
8288,Omnivore,,,,,,,,,,,,Male,Indiana,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
8296,Omnivore,,,,,,,,,,,,Female,Indiana,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
8298,Omnivore,,,,,,,,,,,,Male,Texas,Graduate or professional degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
8303,Omnivore,,,,,,,,,,,,Male,Texas,Associates degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
8310,Omnivore,,,,,,,,,,,,Female,Minnesota,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
8334,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,22,Male,North Carolina,Some education after high school -  no degree,Strongly Liberal,White,Do not actively practice a religion
8360,Omnivore,,,,,,,,,,,,Female,Puerto Rico,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
8377,Omnivore,,,,,,,,,,,,Male,Georgia,Graduate or professional degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
8405,Omnivore,,,,,,,,,,,,Female,Iowa,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
8411,Omnivore,,,,,,,,,,,,Male,Rhode Island,Some education after high school -  no degree,Strongly Liberal,White,Do not actively practice a religion
8414,Omnivore,,,,,,,,,,,,Female,Indiana,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
8420,Omnivore,,,,,,,,,,,,Female,North Carolina,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
8422,Omnivore,,,,,,,,,,,,Male,Georgia,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
8434,Omnivore,,,,,,,,,,,,Female,Michigan,Associates degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
8440,Omnivore,,,,,,,,,,,,Female,Connecticut,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
8447,Omnivore,,,,,,,,,,,,Female,Connecticut,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
8450,Omnivore,,,,,,,,,,,,Female,Montana,Graduate or professional degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
8481,Omnivore,,,,,,,,,,,,Female,Tennessee,Some education after high school -  no degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
8486,Omnivore,,,,,,,,,,,,Female,Oklahoma,Bachelors degree,Strongly Liberal,White,Other religion (including two or more)
8490,Omnivore,,,,,,,,,,,,Female,New Jersey,Bachelors degree,Strongly Conservative,White,Do not actively practice a religion
8491,Omnivore,,,,,,,,,,,,Female,Wyoming,Graduate or professional degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
8520,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
8523,Omnivore,,,,,,,,,,,,Female,Montana,Graduate or professional degree,Strongly Conservative,Hispanic -  Latino -  or Spanish origin,Christian (Catholic -  Protestant -  etc.)
8535,Vegan,Very Strong,Somewhat,Not at All,Not at All,Strong,Somewhat,Not at All,Somewhat,Somewhat,Somewhat,55,Female,Massachusetts,Graduate or professional degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
8545,Omnivore,,,,,,,,,,,,Male,Oregon,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
8551,Omnivore,,,,,,,,,,,,Female,West Virginia,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
8567,Omnivore,,,,,,,,,,,,Female,Georgia,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
8576,Omnivore,,,,,,,,,,,,Male,Missouri,Graduate or professional degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
8584,Omnivore,,,,,,,,,,,,Female,South Carolina,High school diploma (or equivalent),Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
8599,Omnivore,,,,,,,,,,,,Female,West Virginia,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
8602,Omnivore,,,,,,,,,,,,Female,North Dakota,High school diploma (or equivalent),Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
8614,Omnivore,,,,,,,,,,,,Male,California,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
8621,Omnivore,,,,,,,,,,,,Female,Minnesota,Graduate or professional degree,Strongly Liberal,White,Other religion (including two or more)
8622,Omnivore,,,,,,,,,,,,Female,Texas,Graduate or professional degree,Neutral/Centrist,Other race/ethnicity (including two or more),Other religion (including two or more)
8646,Omnivore,,,,,,,,,,,,Male,Arizona,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
8650,Omnivore,,,,,,,,,,,,Female,West Virginia,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
8669,Vegan,Very Strong,Strong,Very Strong,Very Strong,Strong,Not at All,Very Strong,Very Strong,Mild,Very Strong,69,Male,Utah,Bachelors degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
8680,Omnivore,,,,,,,,,,,,Female,Louisiana,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
8689,Omnivore,,,,,,,,,,,,Male,North Carolina,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
8710,Omnivore,,,,,,,,,,,,Female,North Dakota,High school diploma (or equivalent),Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
8724,Omnivore,,,,,,,,,,,,Male,Indiana,Some education after high school -  no degree,Moderately Conservative,White,Do not actively practice a religion
8742,Vegetarian,Not at All,Not at All,Strong,Strong,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,53,Female,North Carolina,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
8767,Omnivore,,,,,,,,,,,,Female,New Mexico,Associates degree,Strongly Liberal,White,Do not actively practice a religion
8778,Omnivore,,,,,,,,,,,,Male,Washington,Bachelors degree,Moderately Conservative,White,Do not actively practice a religion
8793,Omnivore,,,,,,,,,,,,Female,Utah,Some education after high school -  no degree,Neutral/Centrist,Other race/ethnicity (including two or more),Do not actively practice a religion
8809,Omnivore,,,,,,,,,,,,Female,Minnesota,Bachelors degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
8819,Omnivore,,,,,,,,,,,,Female,New Jersey,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
8823,Vegetarian,Mild,Not at All,Not at All,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,31,Female,West Virginia,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
8828,Omnivore,,,,,,,,,,,,Female,Hawaii,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
8838,Omnivore,,,,,,,,,,,,Female,Texas,Bachelors degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
8842,Omnivore,,,,,,,,,,,,Male,Alabama,Graduate or professional degree,Moderately Conservative,Native American or Alaska Native,Christian (Catholic -  Protestant -  etc.)
8883,Omnivore,,,,,,,,,,,,Male,Indiana,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
8887,Omnivore,,,,,,,,,,,,Female,Nebraska,Associates degree,Moderately Conservative,White,Do not actively practice a religion
8898,Omnivore,,,,,,,,,,,,Female,Minnesota,Graduate or professional degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
8910,Vegetarian,Very Strong,Not at All,Not at All,Somewhat,Not at All,Not at All,Not at All,Very Strong,Not at All,Very Strong,21,Female,West Virginia,Some education after high school -  no degree,Strongly Liberal,White,Do not actively practice a religion
8918,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,42,Female,North Carolina,Some education after high school -  no degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
8935,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Moderately Liberal,White,Jewish
8956,Vegetarian,Not at All,Not at All,Mild,Somewhat,Very Strong,Strong,Not at All,Not at All,Not at All,Not at All,50,Female,California,Graduate or professional degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Hindu
8981,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Strongly Liberal,White,Christian (Catholic -  Protestant -  etc.)
8997,Omnivore,,,,,,,,,,,,Male,Massachusetts,Graduate or professional degree,Moderately Conservative,White,Jewish
8999,Omnivore,,,,,,,,,,,,Male,North Carolina,Graduate or professional degree,Moderately Liberal,White,Jewish
9022,Omnivore,,,,,,,,,,,,Female,South Carolina,Graduate or professional degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
9039,Omnivore,,,,,,,,,,,,Male,Colorado,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
9040,Omnivore,,,,,,,,,,,,Male,Montana,High school diploma (or equivalent),Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
9042,Vegan,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,16,Male,Texas,Some education after high school -  no degree,Neutral/Centrist,White,Do not actively practice a religion
9051,Omnivore,,,,,,,,,,,,Male,New Mexico,Graduate or professional degree,Moderately Liberal,Christian (Catholic -  Protestant -  etc.),Do not actively practice a religion
9076,Vegan,Very Strong,Somewhat,Not at All,Not at All,Strong,Somewhat,Not at All,Somewhat,Somewhat,Somewhat,26,Male,Massachusetts,High school diploma (or equivalent),Moderately Conservative,Middle Eastern,Buddhist
9085,Omnivore,,,,,,,,,,,,Female,California,Associates degree,Strongly Liberal,White,Do not actively practice a religion
9090,Omnivore,,,,,,,,,,,,Female,Indiana,Graduate or professional degree,Neutral/Centrist,White,Jewish
9092,Vegetarian,Somewhat,Somewhat,Very Strong,Very Strong,Somewhat,Somewhat,Somewhat,Strong,Mild,Somewhat,19,Female,Oklahoma,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
9104,Omnivore,,,,,,,,,,,,Female,Texas,Bachelors degree,Neutral/Centrist,Indian,Hindu
9111,Omnivore,,,,,,,,,,,,Female,New Mexico,Graduate or professional degree,Neutral/Centrist,Native American or Alaska Native,Do not actively practice a religion
9120,Omnivore,,,,,,,,,,,,Female,Ohio,Associates degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
9123,Omnivore,,,,,,,,,,,,Female,Idaho,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
9143,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
9145,Omnivore,,,,,,,,,,,,Female,Iowa,High school diploma (or equivalent),Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
9170,Omnivore,,,,,,,,,,,,Female,New Mexico,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
9175,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
9183,Omnivore,,,,,,,,,,,,Male,Minnesota,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
9207,Omnivore,,,,,,,,,,,,Female,Montana,High school diploma (or equivalent),Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
9217,Omnivore,,,,,,,,,,,,Male,Nevada,Some education after high school -  no degree,Moderately Liberal,White,Other religion (including two or more)
9223,Omnivore,,,,,,,,,,,,Female,Hawaii,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
9250,Omnivore,,,,,,,,,,,,Male,North Dakota,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
9255,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,25,Female,New Mexico,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
9264,Omnivore,,,,,,,,,,,,Female,Montana,Graduate or professional degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
9279,Vegetarian,Not at All,Not at All,Strong,Strong,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,19,Male,North Carolina,Graduate or professional degree,Strongly Liberal,White,Christian (Catholic -  Protestant -  etc.)
9285,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Some education after high school -  no degree,Moderately Conservative,White,Do not actively practice a religion
9291,Omnivore,,,,,,,,,,,,Female,Oklahoma,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
9299,Omnivore,,,,,,,,,,,,Male,Pennsylvania,Associates degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
9309,Omnivore,,,,,,,,,,,,Female,Iowa,Bachelors degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
9320,Omnivore,,,,,,,,,,,,Male,North Carolina,Some education after high school -  no degree,Strongly Liberal,African American or Black,Christian (Catholic -  Protestant -  etc.)
9324,Omnivore,,,,,,,,,,,,Female,Illinois,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
9358,Omnivore,,,,,,,,,,,,Male,California,Bachelors degree,Moderately Liberal,White,Jewish
9391,Omnivore,,,,,,,,,,,,Female,Wyoming,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
9402,Omnivore,,,,,,,,,,,,Female,Oklahoma,Less than 12th grade -  no diploma,Neutral/Centrist,White,Other religion (including two or more)
9413,Omnivore,,,,,,,,,,,,Male,Massachusetts,Graduate or professional degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
9425,Omnivore,,,,,,,,,,,,Male,Wyoming,Graduate or professional degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
9445,Omnivore,,,,,,,,,,,,Male,Texas,Bachelors degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
9462,Vegetarian,Very Strong,Not at All,Not at All,Somewhat,Not at All,Not at All,Not at All,Very Strong,Not at All,Very Strong,22,Male,South Carolina,Less than 12th grade -  no diploma,Strongly Liberal,White,Do not actively practice a religion
9556,Omnivore,,,,,,,,,,,,Male,Minnesota,Bachelors degree,Neutral/Centrist,White,Jewish
9561,Omnivore,,,,,,,,,,,,Male,Hawaii,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
9566,Omnivore,,,,,,,,,,,,Female,Michigan,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
9576,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,17,Male,Georgia,Associates degree,Moderately Liberal,Hispanic -  Latino -  or Spanish origin,Christian (Catholic -  Protestant -  etc.)
9577,Vegetarian,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,Not at All,Mild,Not at All,Not at All,20,Male,Michigan,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
9578,Vegetarian,Somewhat,Somewhat,Very Strong,Very Strong,Somewhat,Somewhat,Somewhat,Strong,Mild,Somewhat,12,Female,Arizona,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
